Category,ID,Name,Price,Original Price,Discount %,Currency,Display Price,Store ID,Store Name,Item MSID,Stock Level,Limit,Image URL
alcohol,29012713452,"Corona Cero Alcohol Free Beer Bottles (330 ml x 12 pk)",26.67,31.42,15,NZD,NZ$26.67,33702499,Costco,224280_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/012cbcf3-7ff6-47ed-ba9f-2df8d22eddd7-retina-large.png"
alcohol,29012713451,"Heineken 0.0% Lager Beer (330 ml x 12 pk)",23.59,27.79,15,NZD,NZ$23.59,33702499,Costco,230679_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e810bf76-1f6f-4c19-b4e8-df1d85631d16-retina-large.png"
baby,24614311863,"Huggies Girls' Ultra Dry Nappies Size 5 Walker (132 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11352_SA,STOCK_LEVEL_UNSPECIFIED,24,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/724c9b5a-dd42-4c3d-b061-d4312231e07f-retina-large.png"
baby,24614311866,"Huggies Girls' Ultra Dry Nappies Size 3 Crawler (184 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11356_SA,STOCK_LEVEL_UNSPECIFIED,20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/cf95f599-786f-4ef4-94b1-ef33749a9547-retina-large.png"
baby,24614311865,"Huggies Girls' Ultra Dry Nappies Size 4 Toddler (148 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11355_SA,STOCK_LEVEL_UNSPECIFIED,22,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8b8bc4f4-2eec-4bfa-8349-b4e249ecadba-retina-large.png"
baby,24614311864,"Huggies Boys' Ultra Dry Nappies Size 5 Walker (132 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11354_SA,STOCK_LEVEL_UNSPECIFIED,24,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/41864172-d9bf-48a9-89d9-dce5e0b4144c-retina-large.png"
baby,24614311867,"Huggies Boys' Ultra Dry Nappies Size 4 Toddler(148 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11358_SA,STOCK_LEVEL_UNSPECIFIED,21,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b0b69cf5-7a3b-4474-b427-de5ff8d87189-retina-large.png"
baby,24614311880,"Huggies Unisex Ultimate Nappies Size 2 Infant (200pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,45296_SA,STOCK_LEVEL_UNSPECIFIED,22,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/511dc18c-e8ef-4f17-8c89-09a6425f1e14-retina-large.png"
baby,24614311871,"Curash Simply Water Wipes Sheets (640 pk)",30.77,36.26,15,NZD,NZ$30.77,33702499,Costco,190271_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/44958d58-7bf5-4232-82ff-5487463abe86-retina-large.png"
baby,24614311868,"Huggies Boys' Ultra Dry Nappies Size 3 Crawler (184 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,11360_SA,STOCK_LEVEL_UNSPECIFIED,20,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/23fdedf2-796a-4447-8d5d-8f5e37ab0c5d-retina-large.png"
baby,24614311876,"Huggies Unisex Ultimate Nappies Size 1 Newborn (224 pk)",57.45,84.62,32,NZD,NZ$57.45,33702499,Costco,41926_SA,STOCK_LEVEL_UNSPECIFIED,24,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/4a8d774d-0f0d-4c29-baef-759df51d38c4-retina-large.png"
baby,29012714913,"Huggies Boys' Ultra Dry Size 6 Nappy Pants Plus (68 pk)",45.12,66.48,32,NZD,NZ$45.12,33702499,Costco,199443_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0de859bc-c9e5-48b4-8e77-313d7f1720eb-retina-large.png"
baby,25282393390,"Mustela Vitamin Barrier Cream (108 g)",17.43,20.54,15,NZD,NZ$17.43,33702499,Costco,224342_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/dfe8ed40-d9d0-416f-8fa9-c393291f7df7-retina-large.png"
baby,24614311872,"Huggies Fragrance Free Baby Wipes (960 pk)",32.82,48.35,32,NZD,NZ$32.82,33702499,Costco,195045_SA,STOCK_LEVEL_UNSPECIFIED,19,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/74fbee81-3f39-4927-9a58-b13028a30a11-retina-large.png"
baby,29564564878,"Huggies Boy's Ultra Dry Plus Size 5 Nappy Pants (76 pk)",45.12,66.48,32,NZD,NZ$45.12,33702499,Costco,199442_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/de5da178-73e2-4456-a746-46cdabd7ce68-retina-large.png"
baby,24614311870,"Huggies Girl's 4 -7 Years Old Drynites Pyjama Pants (27 pk)",26.15,38.68,32,NZD,NZ$26.15,33702499,Costco,138084_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/4504e762-9133-4180-bcde-7ee8ba292f05-retina-large.png"
baby,24614311869,"Huggies Boys 4 -7 Years Old Drynites Pyjama Pants (27 pk)",26.15,38.68,32,NZD,NZ$26.15,33702499,Costco,138083_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/bdbaa84a-047f-44ad-9d3e-c386f85ea714-retina-large.png"
baby,29564564877,"Huggies Girl's Ultra Dry Plus Size 5 Nappy Pants (76 pk)",45.12,66.48,32,NZD,NZ$45.12,33702499,Costco,199441_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c24da320-2ccf-475c-9065-d4528a648944-retina-large.png"
baby,29564564879,"Huggies Girl's Ultra Dry Plus Size 6 Nappy Pants (68 pk)",45.12,66.48,32,NZD,NZ$45.12,33702499,Costco,199444_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/daa373a5-f223-4a5d-8b1c-f7215ef7a5c1-retina-large.png"
baby,24614311877,"Baby Mum-Mum Organic Mixed Rice Rusks (2 g x 72 pk)",11.28,13.29,15,NZD,NZ$11.28,33702499,Costco,42248_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c2240ea9-6ecc-47ce-9166-a170aa4630e5-retina-large.png"
baby,24614311873,"S26 Gold 6-12 Months Stage 2 Infant Formula (850 g)",26.67,31.42,15,NZD,NZ$26.67,33702499,Costco,213890_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/fb252479-ddc6-42c7-b984-8a7d9a886e10-retina-large.png"
baby,24615131171,"Tommee Tippee Bin Refill (6 pk)",56.42,66.48,15,NZD,NZ$56.42,33702499,Costco,49106_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/be8198ae-d476-4650-9245-6284604b2f99-retina-large.png"
baby,24614311879,"S26 Gold 0-6 Months Stage 1 Infant Formula (850 g)",26.67,31.42,15,NZD,NZ$26.67,33702499,Costco,213889_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/d7f6c8d2-faa1-44f3-8055-ce2e2dae5bd7-retina-large.png"
baby,29564564881,"S26 Gold Stage 3 Milk (850 g)",22.05,25.98,15,NZD,NZ$22.05,33702499,Costco,223588_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/7c535fb1-7f2d-4a06-9f5c-0ab74c76301f-retina-large.png"
baby,29564564882,"S26 Gold Stage 4 Milk (850 g)",22.05,25.98,15,NZD,NZ$22.05,33702499,Costco,223589_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/ed7a176b-6249-4839-8c68-9ae6805287f7-retina-large.png"
baby,29012714912,"Mac Sports XL Folding Wagon With Brakes",153.89,181.34,15,NZD,NZ$153.89,33702499,Costco,1654593_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/5eda66d0-9d0c-40bc-9f12-9f0cdae54667-retina-large.png"
baby,29564564880,"Johnson's Baby Bedtime Baby Bath (750 ml x 2 pk)",14.35,21.75,34,NZD,NZ$14.35,33702499,Costco,206359_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/754680c3-a68b-433f-a6f0-e31e7fb06ddb-retina-large.png"
baby,29564564875,"Kirkland Signature Fragrance Free 900-Sheets Baby Wipes",35.90,42.30,15,NZD,NZ$35.90,33702499,Costco,1212100_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8060d937-af62-46a8-b781-885a41fa7e28-retina-large.png"
bakery,24614389777,"Tastee Pantry Ham & Chives Danish (180 g x 4 pk)",18.46,21.75,15,NZD,NZ$18.46,33702499,Costco,214904_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/aff0d868-95cb-4ff1-9bb7-cd4ef0d590e2-retina-large.png"
bakery,24615163389,"Kirkland Signature French Mini Croissant (640 g x 32 pk)",24.61,29.00,15,NZD,NZ$24.61,33702499,Costco,212873_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/12d78661-c2b9-44d0-a896-2a0cc0c1208e-retina-large.png"
bakery,24615163381,"Tastee Pantry Red Bean Bun (120 g x 5 pk)",15.37,18.11,15,NZD,NZ$15.37,33702499,Costco,198958_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0f274139-54a4-40be-86a0-23e777a63d27-retina-large.png"
bakery,24615163391,"Tastee Pantry Onion Cheese Bun (120 g x 4 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,214907_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/379b2ea1-76d6-4c53-a3b1-451b60bf458f-retina-large.png"
bakery,24615163387,"Tastee Pantry Matcha Milky Loaf (500 g)",10.25,12.08,15,NZD,NZ$10.25,33702499,Costco,207249_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/1acca90e-2a45-4515-b2b8-2bff6e74218f-retina-large.png"
bakery,24614389756,"El Camino Real Bakery Petite Cinnamon Rolls (896 g)",22.56,26.59,15,NZD,NZ$22.56,33702499,Costco,1293574_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/a7c96c3a-3cef-44b6-9dc3-abd92ae7af64-retina-large.png"
bakery,24615163382,"Kirkland Signature Stone Baked Turkish Pide (900 g x 2 pk)",10.25,12.08,15,NZD,NZ$10.25,33702499,Costco,201102_SA,STOCK_LEVEL_UNSPECIFIED,2,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f7a12242-55aa-45b3-a590-35093dd9338c-retina-large.png"
bakery,24772584037,"Kauri Kitchen Bacon & Egg Pie (1.2 kg)",15.37,18.11,15,NZD,NZ$15.37,33702499,Costco,141469_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8169f3d2-4f57-4e2c-bca7-b8ddf7828c1a-retina-large.png"
bakery,24615163410,"Kirkland Signature Apple Mini Turnover (570 g x 19 pk)",12.30,14.50,15,NZD,NZ$12.30,33702499,Costco,47371_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/841ca70b-a7d6-40f1-b597-6be83aa6bca9-retina-large.png"
bakery,24615163407,"Kirkland French Butter Croissants (12pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,41882_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c8ea55ee-d613-49ed-ac7b-3e505b617a8e-retina-large.png"
bakery,24615163371,"reMarkable Yellow Corn Tortillas (24 ct)",7.17,8.45,,NZD,NZ$7.17,33702499,Costco,175921_SA,STOCK_LEVEL_LOW_STOCK,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/4999c5f4-48a2-4126-b7cd-ea4cb6a702bc-retina-large.png"
bakery,24614389763,"Great Temptations Orange & Poppyseed Muffin (65 g x 8 pk)",17.43,20.54,15,NZD,NZ$17.43,33702499,Costco,171906_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/afdf9c51-8243-4a08-a747-a97dedcbd1b0-retina-large.png"
bakery,24614389772,"Kirkland Signature Brownie Bites (36 pk)",20.51,24.17,15,NZD,NZ$20.51,33702499,Costco,191175_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e509800b-4004-4743-92aa-087575ef5c0b-retina-large.png"
bakery,24614389760,"Master Multigrain Wraps (2 pk x 8 ct)",10.25,12.08,15,NZD,NZ$10.25,33702499,Costco,163833_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/a0ad6277-f63b-40ba-89bd-cd873a9a3626-retina-large.png"
bakery,29012660217,"Tastee Pantry Strawberry Bun (140 g x 4 pk)",16.41,19.33,15,NZD,NZ$16.41,33702499,Costco,230348_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/8aa9d673-5ec9-46d3-b247-11adbe6a7119-retina-large.png"
bakery,24615163380,"Tastee Pantry Coconut Buns (120 g x 5 pk)",15.37,18.11,15,NZD,NZ$15.37,33702499,Costco,198957_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/10b7ca4b-da3f-47dd-9810-fa0449dcaef3-retina-large.png"
bakery,24615163430,"Kirkland Dinner Rolls (36pk)",9.22,10.87,15,NZD,NZ$9.22,33702499,Costco,99895_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/f7a3f8d3-a0d4-469c-bfad-4fcaa1d2ae24-retina-large.png"
bakery,24615163412,"Kirkland Signature Chocolate Chunk Cookies (24 pk)",15.37,18.11,15,NZD,NZ$15.37,33702499,Costco,48549_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/4acab4f9-0170-45e3-9c86-41f4134651d8-retina-large.png"
bakery,24614389773,"Tastee Pantry Almond Bun (150 g x 4 pk)",16.41,19.33,15,NZD,NZ$16.41,33702499,Costco,205355_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/3354add4-c622-471d-a3fa-cce2dfade7a8-retina-large.png"
bakery,24615163364,"Loaf English Muffins (80 g x 10 pk)",6.04,7.12,15,NZD,NZ$6.04,33702499,Costco,175421_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/31b70974-97b2-4348-9648-a5e1c8ef45f5-retina-large.png"
bakery,24615163406,"Double Chocolate Muffin (2 x 6 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,41716_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/90a39511-c207-4578-a453-3c897dcb8902-retina-large.png"
bakery,24615163405,"Blueberry Muffins (2 x 6 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,41715_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/7d841f54-5ce6-42ae-932b-e273e4f5060c-retina-large.png"
bakery,24615163418,"Coupland's Bakeries Our Country Harvest White Toast (700 g x 3 pk)",8.20,9.66,15,NZD,NZ$8.20,33702499,Costco,7663_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/045f8e49-f102-4910-a11b-14f4d6d01a1a-retina-large.png"
bakery,24615163411,"Coupland's Bakeries Cheese Rolls (12 pk)",5.63,6.64,15,NZD,NZ$5.63,33702499,Costco,4834_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/06eb5e43-9473-4d40-8110-d4be26f6e968-retina-large.png"
bakery,24614389765,"Mr Brownie Chocolate Brownie (25 g x 40 pk)",25.64,30.21,15,NZD,NZ$25.64,33702499,Costco,172699_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/ea86f950-e493-4321-b3ae-59742b621ef0-retina-large.png"
bakery,24615163424,"Coupland's Bakeries Cheese Loaf (650 g x 2 pk)",7.17,8.45,15,NZD,NZ$7.17,33702499,Costco,7673_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/45c7cad7-99b7-4fa3-b227-c2d75d8d6d1b-retina-large.png"
bakery,24615163396,"Kirkland Signature Ciabatta Rolls (10 pk)",9.22,10.87,15,NZD,NZ$9.22,33702499,Costco,36266_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c1402a61-b997-4e19-8cef-7f52dadd8f63-retina-large.png"
bakery,24615163427,"Coupland's Bakeries Brioche Bun (12 pk)",10.25,12.08,15,NZD,NZ$10.25,33702499,Costco,7683_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/731062b6-d2d7-47a2-9d3c-2a305b018aae-retina-large.png"
bakery,24615163414,"Coupland's Bakeries Our Country Harvest White Sandwich Bread (700 g x 3 pk)",8.20,9.66,15,NZD,NZ$8.20,33702499,Costco,7659_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/16a4d21b-cbda-40b4-badf-5e89a99687c4-retina-large.png"
bakery,24615163404,"Kirkland Signature Pick N' Mix Any Two Butter Muffins (6 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,41713_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b11073ea-c07e-460f-a32b-783b7831a921-retina-large.png"
bakery,24615163403,"Kirkland Signature Portuguese Tart (1 ea)",20.51,24.17,15,NZD,NZ$20.51,33702499,Costco,41138_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e04f1bf3-c921-49b2-8fe3-ceff44eaf297-retina-large.png"
bakery,24615163417,"Coupland's Bakeries Our Country Harvest Wholemeal Toast (700 g x 3 pk)",8.20,9.66,15,NZD,NZ$8.20,33702499,Costco,7662_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/ea8c9df7-a4d0-44e3-af83-334d919c4a6b-retina-large.png"
bakery,24615163370,"Remarkable Tortillas Gluten-Free Wraps (12 ct)",9.21,10.86,15,NZD,NZ$9.21,33702499,Costco,175915_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/6f9d25c6-e730-4d7d-a7ef-c154f0fd3910-retina-large.png"
bakery,24615163383,"Kirkland Signature Garlic & Chive Cheese Rolls (12 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,201371_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b4456ec7-7cf9-4637-9e80-118afdb639b6-retina-large.png"
bakery,24614389762,"Krispy Kreme Original Donuts (12 pk)",22.05,25.98,15,NZD,NZ$22.05,33702499,Costco,168314_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/95ba7dc7-d51a-468d-9d30-a705240e3d84-retina-large.png"
bakery,24615163386,"Loaf Country Sourdough (1 kg)",6.15,7.24,15,NZD,NZ$6.15,33702499,Costco,206801_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/9cf154c6-9eb1-4d95-b445-cd987fc485c5-retina-large.png"
bakery,24615163409,"Kirkland Signature Brioche Buns (12 pk)",12.30,14.50,15,NZD,NZ$12.30,33702499,Costco,45465_SA,STOCK_LEVEL_UNSPECIFIED,1,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/1889edc4-6b77-49b3-b559-2433efed5264-retina-large.png"
bakery,24615163426,"Hotdog Rolls (4 x 6 pk)",13.32,15.69,15,NZD,NZ$13.32,33702499,Costco,7676_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/c3cb855b-86b9-4df0-b19b-4dd42ebf1247-retina-large.png"
bakery,29012660214,"Great Temptations Freddo Cupcakes (12 pk)",18.46,21.75,15,NZD,NZ$18.46,33702499,Costco,120766_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/519429f8-bedf-4db4-b91d-6e8669ded6de-retina-large.png"
bakery,24615163416,"Coupland's Bakeries Our Country Harvest Grain & Honey Sandwich Bread (700 g x 3 pk)",8.20,9.66,15,NZD,NZ$8.20,33702499,Costco,7661_SA,STOCK_LEVEL_UNSPECIFIED,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0295ff10-f5fe-420c-8ff4-751b9fec0872-retina-large.png"
